1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
3575,5,Set 2; 0:2; 40:15*,5502,Leo Rocca,Brandon Vu,Winner/Provoked Point,Provoked Point,1-2 shots,2,Break Point,Beginning: 1-4 game,Ending shot. Serve,,,,,Leo Rocca,1st serve,Deuce court (Body),Return. Backhand,Brandon Vu,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Short,,,,,,Cheap Point on serve,
3599,22,Set 2; 0:2; 40:30*,5517,Leo Rocca,Brandon Vu,Unforced Error,Unforced Error,9+ shots,14,Break Point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Leo Rocca,1st serve,Ad court (Wide),Return. Forehand,Brandon Vu,Return. Slice,Cross,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
3665,5,Set 2; 0:2; 40:40*,5520,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,1-2 shots,1,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Serve,,,,,Leo Rocca,2nd serve,Ad court (T),,Brandon Vu,,,,,,,,,,Not a Cheap point,
3769,12,Set 2; 1:2; *0:0,5526,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside center,Ending shot. Neutral Defensive,Ending shot. Deep,Brandon Vu,1st serve,Deuce court (Body),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
3789,10,Set 2; 1:2; *15:0,5532,Brandon Vu,Leo Rocca,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Drop Shot,,Ending shot. Half court zone,Ending shot. Short,Brandon Vu,1st serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Cheap Point on serve,
3812,11,Set 2; 1:2; *30:0,5539,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Slice,Center,Ending shot. Half court zone,Ending shot. Short,Brandon Vu,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
3837,7,Set 2; 1:2; *40:0,5542,Leo Rocca,Brandon Vu,Winner/Provoked Point,Provoked Point,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Brandon Vu,1st serve,Ad court (Body),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Inside center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on return,
3855,7,Set 2; 1:2; *40:15,5547,Brandon Vu,Leo Rocca,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Brandon Vu,1st serve,Deuce court (T),Return. Forehand,Leo Rocca,Return. Lob,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Volley,,Serve + 1 shot. Net Area,Serve + 1 shot. Short,Cheap Point on serve,
3894,6,Set 2; 2:2; 0:0*,5549,Leo Rocca,Brandon Vu,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Leo Rocca,1st serve,Deuce court (Body),Return. Forehand,Brandon Vu,Return. Slice,Center,Return. Neutral aggressive,Return. Short,,,,,,Cheap Point on serve,
3923,7,Set 2; 2:2; 0:15*,5553,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Half court zone,Ending shot. Deep,Leo Rocca,1st serve,Ad court (Body),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Cheap Point on serve,
3961,5,Set 2; 2:2; 0:30*,5556,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Leo Rocca,2nd serve,Deuce court (T),,Brandon Vu,,,,,,,,,,Not a Cheap point,
3997,9,Set 2; 2:2; 15:30*,5561,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Middle,Leo Rocca,1st serve,Ad court (T),Return. Backhand,Brandon Vu,Return. Slice,Down the line,Return. Neutral aggressive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Cheap Point on serve,
4043,10,Set 2; 2:2; 15:40*,5568,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Approach Shot,Down the line,Ending shot. Half court zone,Ending shot. Short,Leo Rocca,2nd serve,Deuce court (Body),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4079,6,Set 2; 2:2; 30:40*,5572,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Half court zone,Ending shot. Deep,Leo Rocca,1st serve,Ad court (T),Return. Backhand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Cheap Point on serve,
4192,10,Set 2; 2:3; *0:0,5578,Leo Rocca,Brandon Vu,Winner/Provoked Point,Provoked Point,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Inside in,Ending shot. Half court zone,Ending shot. Deep,Brandon Vu,2nd serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on return,
4222,10,Set 2; 2:3; *0:15,5585,Brandon Vu,Leo Rocca,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Lob,,Ending shot. Neutral Aggressive,Ending shot. Deep,Brandon Vu,1st serve,Ad court (Body),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Inside center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Cheap Point on serve,
4247,6,Set 2; 2:3; *15:15,5588,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Middle,Brandon Vu,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,,,,,,Cheap Point on return,
4282,7,Set 2; 2:3; *15:30,5592,Leo Rocca,Brandon Vu,Unforced Error,Unforced Error,3-4 shots,3,15:30 and 0:30,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Slice,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Brandon Vu,2nd serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4307,8,Set 2; 2:3; *15:40,5597,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,3-4 shots,4,Break Point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Cross,Ending shot. Half court zone,Ending shot. Middle,Brandon Vu,1st serve,Deuce court (Body),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on return,
4354,6,Set 2; 2:4; 0:0*,5601,Leo Rocca,Brandon Vu,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Half court zone,Ending shot. Deep,Leo Rocca,2nd serve,Deuce court (Wide),Return. Backhand,Brandon Vu,Return. Topspin/Flat,Center,Return. Half court zone,Return. Deep,,,,,,Not a Cheap point,
4383,9,Set 2; 2:4; 0:15*,5604,Leo Rocca,Brandon Vu,Winner/Provoked Point,Provoked Point,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Leo Rocca,1st serve,Ad court (Body),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
4423,5,Set 2; 2:4; 0:30*,5608,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Leo Rocca,2nd serve,Deuce court (Body),,Brandon Vu,,,,,,,,,,Not a Cheap point,
4458,12,Set 2; 2:4; 15:30*,5614,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Passing Shot,Down the line,Ending shot. Neutral Aggressive,Ending shot. Middle,Leo Rocca,2nd serve,Ad court (T),Return. Backhand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
4496,5,Set 2; 2:4; 15:40*,5617,Leo Rocca,Brandon Vu,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Aggressive,Ending shot. Short,Leo Rocca,1st serve,Deuce court (T),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Short,,,,,,Not a Cheap point,
4605,12,Set 2; 2:5; *0:0,5623,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Deep,Brandon Vu,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4641,5,Set 2; 2:5; *15:0,5626,Leo Rocca,Brandon Vu,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Brandon Vu,2nd serve,Ad court (Body),,Leo Rocca,,,,,,,,,,Not a Cheap point,
4665,11,Set 2; 2:5; *15:15,5631,Brandon Vu,Leo Rocca,Winner/Provoked Point,Provoked Point,5-8 shots,6,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Brandon Vu,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Cheap Point on serve,
4704,8,Set 2; 2:5; *30:15,5639,Brandon Vu,Leo Rocca,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Brandon Vu,2nd serve,Ad court (Wide),Return. Forehand,Leo Rocca,Return. Passing Shot,Cross,Return. Half court zone,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Volley,,Serve + 1 shot. Half court zone,Serve + 1 shot. Short,Cheap Point on serve,
4724,8,Set 2; 2:5; *40:15,5644,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Brandon Vu,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Down the line,Return. Half court zone,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
4761,8,Set 2; 3:5; 0:0*,5649,Leo Rocca,Brandon Vu,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Aggressive,Ending shot. Deep,Leo Rocca,1st serve,Deuce court (T),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4788,8,Set 2; 3:5; 0:15*,5653,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Down the line,Ending shot. Net Area,Ending shot. Middle,Leo Rocca,1st serve,Ad court (Body),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Net Area,Serve + 1 shot. Middle,Cheap Point on serve,
4818,7,Set 2; 3:5; 0:30*,5657,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Inside in,Ending shot. Half court zone,Ending shot. Middle,Leo Rocca,1st serve,Deuce court (T),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Inside in,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Cheap Point on serve,
4843,5,Set 2; 3:5; 0:40*,5659,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,1-2 shots,1,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Leo Rocca,1st serve,Ad court (T),,Brandon Vu,,,,,,,,,,Ace/Serve-winner,
4960,6,Set 3; *0:0,5663,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Aggressive,Ending shot. Short,Brandon Vu,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Short,,,,,,Not a Cheap point,
4988,14,Set 3; 1:0*,5671,Brandon Vu,Leo Rocca,Winner/Provoked Point,Winner,5-8 shots,8,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Passing Shot,Inside in,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,1st serve,Ad court (Body),Return. Backhand,Brandon Vu,Return. Slice,Down the line,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Not a Cheap point,
5034,15,Set 3; 2:0*,5680,Leo Rocca,Brandon Vu,Winner/Provoked Point,Provoked Point,5-8 shots,8,15:30 and 0:30,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Approach Shot,Inside in,Ending shot. Half court zone,Ending shot. Middle,Leo Rocca,2nd serve,Deuce court (Wide),Return. Backhand,Brandon Vu,Return. Topspin/Flat,Center,Return. Half court zone,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
5082,5,Set 3; *2:1,5684,Leo Rocca,Brandon Vu,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Brandon Vu,2nd serve,Ad court (T),,Leo Rocca,,,,,,,,,,Not a Cheap point,
5104,9,Set 3; *2:2,5689,Brandon Vu,Leo Rocca,Winner/Provoked Point,Winner,5-8 shots,5,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Brandon Vu,1st serve,Deuce court (T),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Volley,,Serve + 1 shot. Net Area,Serve + 1 shot. Middle,Cheap Point on serve,
5155,10,Set 3; 3:2*,5695,Brandon Vu,Leo Rocca,Winner/Provoked Point,Provoked Point,5-8 shots,5,Break Point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Lob,,Ending shot. Neutral Defensive,Ending shot. Middle,Leo Rocca,2nd serve,Ad court (T),Return. Backhand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on return,
5223,6,Set 3; 4:2*,5699,Leo Rocca,Brandon Vu,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Aggressive,Ending shot. Deep,Leo Rocca,1st serve,Deuce court (Body),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,,,,,,Not a Cheap point,
5246,19,Set 3; *4:3,5710,Brandon Vu,Leo Rocca,Winner/Provoked Point,Winner,9+ shots,11,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Passing Shot,Down the line,Ending shot. Half court zone,Ending shot. Deep,Brandon Vu,1st serve,Ad court (Body),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
5284,17,Set 3; *5:3,5721,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,9+ shots,10,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Middle,Brandon Vu,1st serve,Deuce court (Body),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
5328,11,Set 3; 6:3*,5727,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Defensive,Ending shot. Deep,Leo Rocca,1st serve,Ad court (Body),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
5366,17,Set 3; 7:3*,5738,Leo Rocca,Brandon Vu,Unforced Error,Unforced Error,9+ shots,10,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Deep,Leo Rocca,1st serve,Deuce court (T),Return. Forehand,Brandon Vu,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
5418,5,Set 3; *7:4,5742,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Passing Shot,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Brandon Vu,2nd serve,Ad court (Body),Return. Forehand,Leo Rocca,Return. Passing Shot,Cross,Return. Neutral aggressive,Return. Deep,,,,,,Cheap Point on return,
5488,6,Set 3; *7:5,5743,Brandon Vu,Leo Rocca,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Brandon Vu,1st serve,Deuce court (T),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Short,,,,,,Cheap Point on serve,
5515,5,Set 3; 8:5*,5745,Leo Rocca,Brandon Vu,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Leo Rocca,1st serve,Ad court (T),Return. Backhand,Brandon Vu,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Deep,,,,,,Cheap Point on serve,
5547,5,Set 3; 8:6*,5748,Leo Rocca,Brandon Vu,Winner/Provoked Point,Winner,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Leo Rocca,2nd serve,Deuce court (Wide),,Brandon Vu,,,,,,,,,,Ace/Serve-winner,
5574,5,Set 3; *8:7,5749,Brandon Vu,Leo Rocca,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Brandon Vu,1st serve,Ad court (Wide),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Short,,,,,,Cheap Point on serve,
5598,12,Set 3; *9:7,5756,Brandon Vu,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside out,Ending shot. Neutral Aggressive,Ending shot. Deep,Brandon Vu,1st serve,Deuce court (T),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Not a Cheap point,